20.2460	1.4766765	0.00285
20.8114	0.8891924	0.00289
20.8721	0.94084561	0.00289
22.2931	0.85601014	0.00299
23.0044	2.003669	0.00304
23.1657	1.0847189	0.00305
23.6129	0.87113482	0.00308
23.7054	1.8061038	0.00308
23.8629	1.3759975	0.00309
24.0272	1.5039526	0.0031
24.1608	1.3359236	0.00311
24.4888	1.1687342	0.00313
25.6751	1.0112436	0.00321
25.8004	2.0459168	0.00322
25.8873	0.86810124	0.00322
26.7025	1.3359236	0.00327
26.8336	0.9504689	0.00328
27.0045	1.0851265	0.00329
27.2387	1.5028628	0.00331
27.3512	2.0113192	0.00331
27.5569	1.6488619	0.00332
27.8470	1.0014478	0.00334
27.8503	0.89057261	0.00334
28.1486	0.86585844	0.00336
28.3377	1.0794965	0.00382
28.3432	1.0311522	0.00382
29.6190	1.5710187	0.00345
30.8975	0.90045828	0.00352
30.9081	0.96981895	0.00352
30.9363	0.88467801	0.00352
31.2258	1.1649731	0.00354
31.8697	0.95244426	0.00358
32.1492	0.96034449	0.00359
32.6033	1.6954205	0.00362
32.7010	0.85994804	0.00362
33.2575	0.98631948	0.00365
34.1511	1.5235873	0.0037
34.5706	1.8501551	0.00372
35.1427	1.7305768	0.00375
35.1540	0.96034449	0.00376
35.2517	1.5777731	0.00376
35.5041	1.7002828	0.00377
35.6695	3.2303054	0.00378
35.9432	2.1156678	0.0038
36.1676	0.85083801	0.00381
36.5556	1.3108486	0.00383
36.7988	0.93445212	0.00384
36.9103	0.97365761	0.00385
37.2575	0.99524337	0.00387
37.2729	1.2191926	0.00387
37.4123	0.9810043	0.00387
37.4743	1.277488	0.00388
37.6257	1.0348227	0.00389
37.9956	1.1491405	0.0039
38.2969	1.8771293	0.00392
38.4342	1.3800533	0.00393
38.8752	1.3162558	0.00395
39.2156	1.3929646	0.00397
39.9167	1.0812556	0.004
40.8060	1.2587469	0.00405
40.8789	0.93440682	0.00405
41.1385	1.1503805	0.00406
41.2604	1.416612	0.00407
41.3378	1.9430941	0.00407
41.6601	0.976973	0.00409
41.7092	0.9618361	0.00409
41.9139	1.7372664	0.0041
42.0042	0.91175359	0.00411
42.0370	1.9987097	0.00411
42.1233	1.7535239	0.00411
42.2097	1.439611	0.00412
42.2303	0.96568125	0.00412
42.4446	1.3022748	0.00413
42.5024	0.84988195	0.00413
42.7256	1.4623425	0.00414
43.4950	0.92380017	0.00418
43.7139	3.0174725	0.00419
43.8130	2.1294696	0.00419
43.8344	1.6559483	0.00419
43.9893	0.91232723	0.0042
44.4526	1.1334515	0.00422
44.6894	1.556173	0.00423
44.7571	1.2334367	0.00424
44.7656	1.403017	0.00424
44.7953	1.0212386	0.00424
44.8504	0.83608717	0.00424
44.9013	0.86142313	0.00424
45.1351	1.589765	0.00426
45.3651	1.4332448	0.00427
45.8613	0.86572903	0.00429
46.1062	0.82757807	0.0043
46.1852	1.1548101	0.0043
47.0007	1.8726408	0.00434
47.0572	0.95107269	0.00434
47.0832	1.0665479	0.00435
47.3356	0.93212736	0.00436
47.4359	2.352844	0.00436
47.8425	1.5696069	0.00438
47.8819	0.99899435	0.00438
47.9170	1.1540006	0.00438
48.3388	1.4702786	0.0044
48.7448	1.0535481	0.00442
49.2902	1.4935939	0.00445
50.0043	1.7020642	0.00448
50.2554	0.87792224	0.00449
50.4127	1.2379547	0.0045
50.5162	1.3370881	0.0045
50.5837	1.0686871	0.0045
50.8724	0.91931236	0.00452
51.0216	1.0261756	0.00452
51.3433	1.1012828	0.00454
51.4251	1.2220314	0.00454
51.5205	1.4515769	0.00455
51.9944	1.0807638	0.00457
52.6955	1.1326966	0.0046
52.7185	1.9035723	0.0046
53.2209	2.3453097	0.00462
53.3041	1.6304103	0.00462
54.2517	1.9714177	0.00467
54.2937	1.0019128	0.00467
54.3217	1.9346685	0.00467
54.3730	1.049777	0.00467
54.4244	1.1296531	0.00467
54.5086	1.2066013	0.00468
54.5132	1.3958141	0.00468
54.7332	1.0442648	0.00469
54.7426	1.195106	0.00469
54.7848	2.1843247	0.00469
54.8833	0.95375979	0.00469
54.9068	0.97033507	0.00469
54.9396	1.4696878	0.00469
54.9443	1.0512794	0.00469
54.9819	1.0862049	0.0047
55.1511	1.1184993	0.0047
55.2264	1.5162249	0.00471
55.2593	0.98631948	0.00471
55.3677	0.92468935	0.00471
55.8210	1.1503805	0.00473
55.9489	0.83362865	0.00474
56.0152	1.0557147	0.00474
56.0484	0.93579566	0.00474
56.2002	0.96367276	0.00475
56.2477	1.4427208	0.00475
56.5188	1.2840152	0.00476
56.8526	1.3237606	0.00478
56.9817	1.6036136	0.00478
57.0630	1.5673332	0.00478
57.0773	1.0820405	0.00479
57.2114	1.8479553	0.00479
57.3648	0.87626743	0.0048
57.4320	1.1578004	0.0048
57.8311	0.90915138	0.00482
57.8407	1.3290642	0.00482
58.1764	2.1107399	0.00483
58.2074	1.3882093	0.00483
58.3427	1.2910175	0.00484
58.4589	1.3793625	0.00484
58.4783	0.87724507	0.00484
58.5558	1.6967806	0.00485
58.6043	1.792273	0.00485
58.6795	2.4003263	0.00485
58.7401	1.6916782	0.00485
58.8404	3.2383933	0.00486
58.9199	1.2459362	0.00486
58.9539	0.91635066	0.00486
58.9880	1.096107	0.00486
59.0366	1.1132158	0.00487
59.0512	1.0417215	0.00487
59.0609	0.88499433	0.00487
59.0804	1.2451023	0.00487
59.1681	2.1925735	0.00487
59.2314	0.99831647	0.00487
59.3192	1.4329903	0.00488
59.4119	0.90607178	0.00488
59.5732	1.4124167	0.00489
59.5927	0.96487039	0.00489
59.6123	3.1129181	0.00489
59.6661	1.2640326	0.00489
59.8374	2.0446811	0.0049
59.8783	0.92716223	0.0077
59.9011	1.0063187	0.0049
59.9404	0.96981895	0.0049
59.9943	0.95491141	0.00491
60.2546	1.0193515	0.00492
60.3087	1.7718763	0.00492
60.4367	1.5324335	0.00492
60.5105	1.5989677	0.00493
60.6338	1.1908447	0.00493
60.9301	1.2023312	0.00494
61.0042	0.88991123	0.00495
61.0537	0.91892415	0.00495
61.0834	1.2398877	0.00495
61.0983	3.2247415	0.00495
61.1126	2.3399687	0.00495
61.2122	1.6326381	0.00496
61.2419	1.1689448	0.00496
61.3213	1.6634316	0.00496
61.3659	2.8498323	0.00496
61.4503	1.0056596	0.00497
61.6988	0.89232659	0.00498
61.7471	1.9041984	0.00664
61.7635	0.98191369	0.00498
61.7834	0.84771025	0.00498
61.8232	0.91931236	0.00498
61.8581	1.3166095	0.00498
61.9279	2.653985	0.00498
61.9827	2.7267604	0.00499
62.2972	1.0738629	0.005
62.3369	1.1719368	0.005
62.5733	1.4277226	0.00558
62.6276	0.83130676	0.00501
62.6427	1.2838047	0.00501
62.6627	2.1843247	0.00501
62.6870	1.7286201	0.00675
62.7052	3.0311234	0.00502
62.8182	2.909457	0.00502
62.8433	1.8676232	0.00502
62.8714	2.0410631	0.00907
62.9438	1.01831	0.00503
62.9639	0.83982158	0.00503
62.9790	1.7840874	0.00503
63.0091	1.1952664	0.00503
63.1023	2.244648	0.00503
63.1248	1.2672918	0.00503
63.1349	1.2290488	0.00503
63.1601	1.4366565	0.00503
63.1987	1.122187	0.00504
63.2636	3.3341107	0.00504
63.3112	1.6814892	0.00504
63.3487	2.4257514	0.00504
63.3616	1.8837945	0.00504
63.4524	1.010762	0.00505
63.4776	0.89511573	0.00505
63.5483	1.0767685	0.00505
63.6695	0.84942544	0.00505
63.6897	1.0938247	0.00505
63.7301	1.4224563	0.00506
64.0069	0.96263045	0.00507
64.1049	1.3574245	0.00507
64.2622	1.1001147	0.00508
64.4095	0.9618361	0.00508
64.5265	1.9687486	0.00509
